item_id	i_artist_c	i_ablum_c	i_tag_c
7413	259	3673	32
7414	2550	3674	2
7415	2551	3675	41
7416	2552	3676	2
7417	2553	3677	118
7418	2554	3678	2
7419	2555	3679	2
7420	2556	3680	2
7421	2557	3681	31
7422	2558	3682	3
7423	2559	3683	76
7424	2560	3684	2
7425	503	3685	108
7426	503	3685	70
7427	503	3685	110
7428	503	3685	70
7429	503	3686	70
7430	974	3687	31
7431	974	3687	31
7432	974	3687	31
7433	974	3687	31
7434	974	3687	31
7435	974	3687	2
7436	2561	3688	2
7437	1527	3689	11
7438	2562	3690	2
7439	2562	3690	2
7440	2562	3690	2
7441	2562	3690	227
7442	2562	3690	2
7443	2562	3690	2
7444	2562	3690	2
7445	2563	3691	2
7446	2564	3692	41
7447	725	3693	14
7448	2542	3694	38
7449	103	3695	2
7450	2565	3696	1
7451	2565	3696	44
7452	2565	3696	1
7453	174	3697	13
7454	174	3697	13
7455	174	3698	13
7456	138	3699	2
7457	981	3700	2
7458	981	3700	45
7459	981	3700	114
7460	981	3700	2
7461	2566	3701	13
7462	2566	3701	13
7463	2567	3702	48
7464	18	3703	7
7465	18	3703	7
7466	18	3703	7
7467	18	3704	7
7468	2568	3705	2
7469	2569	3706	17
7470	174	3707	13
7471	2570	3708	13
7472	2570	3708	7
7473	2570	3708	7
7474	2570	3708	7
7475	2571	3709	17
7476	2572	3710	71
7477	2302	3711	81
7478	2302	3711	81
7479	2302	3711	114
7480	2302	3711	81
7481	2302	3711	81
7482	2484	3712	2
7483	2484	3712	1
7484	2484	3712	1
7485	2484	3712	2
7486	2484	3712	2
7487	2484	3712	47
7488	2484	3712	2
7489	2484	3712	4
7490	2484	3712	2
7491	2484	3712	2
7492	2573	3713	13
7493	2573	3714	13
7494	2573	3714	13
7495	2573	3715	13
7496	197	3716	21
7497	197	3717	21
7498	2574	3718	2
7499	2574	3718	29
7500	1976	3719	1
7501	2575	3720	2
7502	369	3721	2
7503	2576	3722	2
7504	2576	3722	13
7505	605	3723	17
7506	605	3723	2
7507	605	3723	13
7508	2577	3724	2
7509	2577	3724	2
7510	2577	3724	2
7511	2577	3724	2
7512	2577	3724	24
7513	2577	3724	2
7514	2577	3724	2
7515	2577	3724	2
7516	2577	3724	24
7517	2578	3725	2
7518	2578	3725	2
7519	2578	3725	2
7520	2578	3725	2
7521	2579	3726	2
7522	2580	3727	51
7523	1016	3728	38
7524	457	3729	99
7525	552	3730	33
7526	1765	3731	57
7527	260	3732	1
7528	1088	3733	144
7529	1088	3733	28
7530	1088	3733	41
7531	944	3734	17
7532	944	3734	17
7533	1525	3735	1
7534	2581	3736	2
7535	925	3737	70
7536	925	3737	1
7537	2582	3738	2
7538	376	3739	19
7539	1732	3740	41
7540	1732	3740	152
7541	2583	3741	42
7542	2583	3741	42
7543	2584	3742	42
7544	225	3743	19
7545	225	3743	2
7546	2343	3744	21
7547	2343	3745	17
7548	2585	3746	2
7549	2586	3747	2
7550	2587	3748	10
7551	1934	3749	55
7552	307	3750	21
7553	2588	3751	1
7554	2588	3751	1
7555	2588	3751	1
7556	2588	3751	1
7557	2588	3751	1
7558	2589	3752	2
7559	2590	3753	1
7560	698	3754	38
7561	2591	3755	55
7562	2592	3756	1
7563	2593	3757	2
7564	2594	3758	50
7565	2595	3759	55
7566	19	3760	19
7567	290	3761	1
7568	290	3761	1
7569	290	3761	1
7570	290	3761	1
7571	290	3761	1
7572	290	3762	1
7573	290	3762	1
7574	290	3762	1
7575	290	3762	1
7576	185	3763	8
7577	2596	3764	2
7578	2596	3764	30
7579	2596	3764	2
7580	2596	3764	2
7581	2596	3764	2
7582	2596	3764	70
7583	2596	3764	2
7584	2596	3764	2
7585	2596	3764	2
7586	2596	3764	2
7587	2596	3764	70
7588	2597	3765	2
7589	2598	3766	2
7590	231	3767	13
7591	231	3767	29
7592	231	3768	13
7593	2599	3769	2
7594	2600	3770	2
7595	358	3771	34
7596	2601	3772	40
7597	1118	3773	2
7598	2602	3774	2
7599	2603	3775	60
7600	2603	3775	13
7601	53	3776	14
7602	53	3776	14
7603	2604	3777	2
7604	472	3778	1
7605	472	3778	3
7606	472	3778	1
7607	472	3778	65
7608	472	3778	1
7609	472	3778	97
7610	2605	3779	143
7611	2551	3780	41
7612	671	3781	27
7613	671	3781	27
7614	1231	3782	21
7615	1231	3782	21
7616	1231	3782	21
7617	1231	3782	21
7618	1231	3782	21
7619	1231	3782	21
7620	2606	3783	2
7621	2607	3784	2
7622	96	3785	2
7623	2608	3786	2
7624	2608	3786	2
7625	2608	3786	51
7626	2608	3786	2
7627	1890	3787	47
7628	2609	3788	2
7629	2610	3789	45
7630	2611	3790	2
7631	418	3791	20
7632	418	3791	33
7633	418	3791	33
7634	418	3791	33
7635	1666	3792	1
7636	2612	3793	13
7637	808	3794	34
7638	808	3794	1
7639	808	3794	1
7640	808	3794	34
7641	2263	3795	5
7642	2613	3796	2
7643	2614	3797	47
7644	2615	3798	2
7645	2615	3798	2
7646	2601	3799	228
7647	2616	3800	66
7648	2616	3800	28
7649	2616	3800	229
7650	2616	3800	66
7651	2616	3800	98
7652	2616	3800	120
7653	2616	3800	56
7654	2616	3800	34
7655	2616	3800	229
7656	2616	3800	34
7657	2616	3800	120
7658	2616	3800	45
7659	2616	3800	42
7660	2616	3800	44
7661	2617	3801	36
7662	2479	3802	5
7663	2479	3802	8
7664	892	3803	133
7665	892	3804	2
7666	892	3804	2
7667	2618	3805	2
7668	2618	3805	2
7669	2618	3805	2
7670	2618	3805	2
7671	2618	3805	2
7672	2618	3805	2
7673	2618	3805	2
7674	201	3806	13
7675	2619	3807	19
7676	2619	3807	8
7677	1325	3808	2
7678	2620	3809	2
7679	1578	3810	2
7680	2621	3811	230
7681	2622	3812	145
7682	2623	3813	2
7683	2424	3814	2
7684	640	3815	13
7685	640	3815	13
7686	640	3815	13
7687	640	3815	13
7688	640	3815	13
7689	640	3815	13
7690	640	3815	13
7691	640	3815	13
7692	640	3815	13
7693	2624	3816	231
7694	2624	3816	24
7695	2624	3816	24
7696	2624	3816	24
7697	2624	3816	24
7698	1505	3817	130
7699	1505	3817	39
7700	2625	3818	40
7701	2626	3819	4
7702	932	3820	1
7703	2627	3821	36
7704	2628	3822	2
7705	2629	3823	71
7706	2630	3824	20
7707	2630	3824	20
7708	924	3825	120
7709	924	3825	120
7710	372	3826	1
7711	372	3826	37
7712	2631	3827	2
7713	2632	3828	2
7714	2632	3828	2
7715	2632	3828	2
7716	2632	3828	2
7717	2632	3828	2
7718	2632	3828	2
7719	2632	3828	2
7720	2632	3828	2
7721	2633	3829	45
7722	2633	3829	45
7723	2633	3829	45
7724	2633	3830	2
7725	2634	3831	2
7726	279	3832	13
7727	279	3832	10
7728	279	3832	13
7729	279	3832	13
7730	279	3832	3
7731	279	3832	1
7732	279	3832	3
7733	279	3832	13
7734	279	3832	29
7735	279	3832	13
7736	279	3832	29
7737	279	3832	46
7738	279	3832	13
7739	279	3832	13
7740	279	3832	13
7741	279	3832	46
7742	144	3833	17
7743	144	3833	17
7744	144	3833	17
7745	144	3833	7
7746	144	3833	7
7747	144	3833	7
7748	144	3833	7
7749	144	3833	7
7750	144	3834	17
7751	144	3834	17
7752	144	3834	17
7753	144	3834	7
7754	144	3834	7
7755	144	3834	7
7756	144	3834	7
7757	144	3835	2
7758	144	3835	2
7759	144	3835	2
7760	2635	3836	232
7761	2635	3836	61
7762	2636	3837	2
7763	2636	3837	2
7764	2637	3838	2
7765	2638	3839	2
7766	2638	3839	2
7767	1525	3840	2
7768	1525	3840	2
7769	1525	3840	2
7770	1525	3840	2
7771	1525	3840	34
7772	1525	3840	51
7773	1525	3840	2
7774	1525	3840	2
7775	1525	3840	2
7776	2481	3841	2
7777	2639	3842	2
7778	1915	3843	1
7779	2640	3844	2
7780	2641	3845	1
7781	2642	3846	93
7782	2642	3846	56
7783	2643	3847	2
7784	2644	3848	23
7785	2644	3848	2
7786	2644	3848	23
7787	2644	3849	2
7788	2645	3850	3
7789	2646	3851	3
7790	2646	3851	3
7791	2646	3851	3
7792	2646	3851	3
7793	2646	3851	3
7794	501	3852	31
7795	501	3852	73
7796	501	3852	73
7797	501	3852	73
7798	501	3852	73
7799	501	3852	73
7800	501	3852	73
7801	501	3852	73
7802	501	3852	73
7803	501	3852	73
7804	501	3853	2
7805	501	3853	2
7806	501	3853	2
7807	501	3853	2
7808	501	3853	2
7809	501	3853	2
7810	501	3853	2
7811	501	3853	31
7812	501	3853	73
7813	501	3853	13
7814	2647	3854	2
7815	2059	3855	48
7816	2648	3856	2
7817	2649	3857	1
7818	2650	3858	3
7819	2650	3858	3
7820	2650	3858	29
7821	2651	3859	13
7822	2261	3860	2
7823	332	3861	2
7824	2652	3862	2
7825	2653	3863	2
7826	369	3864	2
7827	2654	3865	24
7828	2655	3866	2
7829	2656	3867	51
7830	2656	3867	51
7831	2657	3868	97
7832	2657	3868	97
7833	398	3869	2
7834	398	3869	2
7835	389	3870	89
7836	2658	3871	1
7837	462	3872	3
7838	2659	3873	31
7839	2660	3874	2
7840	2661	3875	2
7841	1825	3876	2
7842	1825	3876	2
7843	1825	3876	2
7844	1825	3876	2
7845	1825	3876	2
7846	1825	3876	2
7847	1825	3876	2
7848	1825	3876	2
7849	1825	3876	2
7850	1825	3876	2
7851	955	3877	47
7852	2662	3878	87
7853	116	3879	3
7854	116	3879	13
7855	2663	3880	22
7856	471	3881	2
7857	2664	3882	2
7858	1414	3883	1
7859	1414	3884	2
7860	1414	3885	1
7861	1414	3885	2
7862	342	3886	13
7863	1229	3887	2
7864	1229	3888	2
7865	473	3889	2
7866	2665	3890	2
7867	2666	3891	3
7868	2667	3892	2
7869	2668	3893	2
7870	2668	3893	2
7871	2668	3893	1
7872	2668	3893	2
7873	2341	3894	80
7874	2648	3895	3
7875	2648	3895	3
7876	991	3896	7
7877	991	3896	7
7878	2669	3897	2
7879	1110	3898	106
7880	2670	3899	31
7881	1616	3900	2
7882	1707	3901	118
7883	383	3902	20
7884	383	3902	20
7885	2671	3903	5
7886	2672	3904	2
7887	177	3905	7
7888	177	3906	7
7889	2673	3907	48
7890	2674	3908	38
7891	1362	3909	38
7892	2675	3910	2
7893	2676	3911	2
7894	2677	3912	2
7895	1892	3913	2
7896	1892	3913	2
7897	1970	3914	19
7898	1686	3915	7
7899	2678	3916	46
7900	2678	3916	1
7901	2679	3917	2
7902	2680	3918	41
7903	677	3919	2
7904	1203	3920	31
7905	2681	3921	2
7906	1755	3922	17
7907	1755	3922	17
7908	2682	3923	2
7909	2683	3924	2
7910	76	3925	31
7911	76	3925	31
7912	76	3925	31
7913	76	3925	60
7914	76	3925	31
7915	76	3925	31
7916	76	3925	31
7917	76	3925	39
7918	76	3925	60
7919	76	3925	31
7920	1142	3926	128
7921	1142	3927	57
7922	1142	3927	20
7923	1142	3927	20
7924	1142	3927	20
7925	1142	3927	20
7926	1142	3927	57
7927	1142	3928	2
7928	1142	3928	2
7929	1142	3928	2
7930	1142	3928	2
7931	1142	3928	128
7932	1142	3928	2
7933	1142	3928	2
7934	1142	3928	128
7935	1142	3928	128
7936	681	3929	13
7937	114	3930	33
7938	1551	3931	2
7939	1551	3931	2
7940	2684	3932	13
7941	2685	3933	13
7942	2686	3934	77
7943	142	3935	167
7944	2687	3936	9
7945	2614	3937	28
7946	2614	3937	28
7947	596	3938	42
7948	596	3938	2
7949	596	3938	42
7950	596	3938	42
7951	2130	3939	45
7952	1059	3940	2
7953	1059	3940	64
7954	1059	3940	44
7955	1059	3940	64
7956	679	3941	27
7957	2688	3942	2
7958	2689	3943	146
7959	83	3944	7
7960	83	3945	13
7961	83	3945	2
7962	83	3945	2
7963	83	3945	47
7964	83	3945	13
7965	2690	3946	2
7966	2691	3947	13
7967	2691	3948	13
7968	2691	3949	13
7969	2692	3950	2
7970	420	3951	8
7971	383	3952	20
7972	383	3952	20
7973	383	3952	20
7974	383	3952	20
7975	383	3952	20
7976	383	3952	20
7977	383	3952	20
7978	1938	3953	57
7979	1938	3953	57
7980	1938	3953	57
7981	1938	3953	2
7982	1689	3954	2
7983	2341	3955	80
7984	2341	3955	1
7985	2693	3956	2
7986	2694	3957	2
7987	1368	3958	2
7988	1368	3958	13
7989	2695	3959	7
7990	2695	3959	17
7991	1019	3960	3
7992	2696	3961	2
7993	2697	3962	29
7994	2697	3962	13
7995	2697	3962	13
7996	2697	3963	49
7997	2697	3964	49
7998	1437	3965	2
7999	2698	3966	2
8000	2698	3966	2
8001	2699	3967	2
8002	2700	3968	2
8003	2700	3968	2
8004	1547	3969	130
8005	2701	3970	13
8006	2702	3971	19
8007	2703	3972	1
8008	572	3973	7
8009	572	3973	13
8010	572	3973	2
8011	572	3974	17
8012	2704	3975	2
8013	2705	3976	2
8014	1774	3977	2
8015	1215	3978	2
8016	421	3979	2
8017	2706	3980	7
8018	2706	3981	7
8019	2707	3982	2
8020	2707	3982	42
8021	2707	3982	42
8022	2707	3982	32
8023	2707	3982	32
8024	2707	3982	32
8025	2708	3983	2
8026	2709	3984	32
8027	2710	3985	118
8028	2711	3986	2
8029	2712	3987	31
8030	2712	3987	31
8031	831	3988	51
8032	831	3989	2
8033	2713	3990	2
8034	2714	3991	31
8035	2715	3992	1
8036	2715	3992	2
8037	1009	3993	2
8038	1621	3994	36
8039	1621	3995	2
8040	2716	3996	32
8041	2717	3997	2
8042	2718	3998	41
8043	2517	3999	2
8044	1009	4000	2
8045	1009	4000	2
8046	1009	4000	2
8047	1234	4001	7
8048	2719	4002	1
8049	1060	4003	41
8050	1060	4003	41
8051	1060	4003	41
8052	1862	4004	32
8053	755	4005	85
8054	2720	4006	13
8055	2721	4007	2
8056	24	4008	11
8057	2722	4009	2
8058	151	4010	58
8059	2723	4011	31
8060	2723	4011	31
8061	2724	4012	42
8062	2262	4013	28
8063	2725	4014	2
8064	2726	4015	27
8065	2726	4015	11
8066	2726	4015	6
8067	2727	4016	38
8068	2727	4016	112
8069	1737	4017	19
8070	1737	4018	19
8071	1737	4019	19
8072	1737	4020	1
8073	1737	4021	1
8074	2728	4022	33
8075	2729	4023	3
8076	2729	4023	3
8077	2729	4023	3
8078	2729	4023	3
8079	2729	4023	3
8080	2729	4023	3
8081	2729	4023	3
8082	2729	4023	3
8083	2729	4023	3
8084	2729	4023	3
8085	2729	4023	3
8086	2730	4024	2
8087	1789	4025	13
8088	1789	4025	13
8089	1789	4025	13
8090	2731	4026	2
8091	2732	4027	77
8092	2732	4027	77
8093	2733	4028	2
8094	2615	4029	2
8095	2734	4030	48
8096	2735	4031	89
8097	2736	4032	3
8098	1	4033	8
8099	1	4033	8
8100	54	4034	33
8101	54	4034	2
8102	54	4034	20
8103	54	4034	66
8104	54	4034	2
8105	54	4034	2
8106	54	4034	33
8107	54	4034	33
8108	54	4034	2
8109	2737	4035	233
8110	2738	4036	2
8111	2739	4037	2
8112	2739	4037	41
8113	2739	4037	2
8114	2739	4037	2
8115	2539	4038	214
8116	1638	4039	29
8117	1638	4039	29
8118	2740	4040	32
8119	2741	4041	133
8120	1	4042	1
8121	2742	4043	2
8122	2743	4044	2
8123	2743	4044	2
8124	2743	4044	2
8125	2743	4044	2
8126	2743	4044	2
8127	2743	4044	2
8128	1254	4045	31
8129	1254	4045	31
8130	1254	4045	31
8131	1254	4045	31
8132	1254	4045	31
8133	1254	4045	31
8134	1254	4045	31
8135	1254	4045	31
8136	1254	4045	31
8137	2012	4046	2
8138	2744	4047	2
8139	2744	4047	2
8140	2744	4047	2
8141	2744	4047	2
8142	101	4048	13
8143	101	4048	13
8144	101	4048	1
8145	101	4048	13
8146	101	4048	1
8147	101	4048	44
8148	101	4048	13
8149	101	4048	1
8150	101	4048	81
8151	101	4048	1
8152	101	4048	44
8153	101	4048	1
8154	101	4048	13
8155	2745	4049	45
8156	2746	4050	38
8157	2747	4051	2
8158	360	4052	2
8159	2748	4053	2
8160	2748	4053	2
8161	2748	4053	2
8162	14	4054	42
8163	14	4054	70
8164	14	4054	42
8165	14	4054	42
8166	14	4054	70
8167	14	4055	42
8168	14	4056	70
8169	14	4057	48
8170	2749	4058	13
8171	646	4059	2
8172	2750	4060	51
8173	2751	4061	51
8174	2752	4062	2
8175	2753	4063	8
8176	2753	4063	8
8177	2754	4064	62
8178	2755	4065	2
8179	2130	4066	45
8180	2130	4067	45
8181	2130	4068	45
8182	2614	4069	19
8183	2756	4070	2
8184	1417	4071	2
8185	2757	4072	73
8186	2758	4073	56
8187	2047	4074	2
8188	1236	4075	2
8189	2759	4076	2
8190	2760	4077	2
8191	2760	4077	2
8192	2760	4077	2
8193	2761	4078	8
8194	994	4079	41
8195	2762	4080	18
8196	906	4081	2
8197	398	4082	2
8198	398	4082	2
8199	398	4082	234
8200	398	4082	7
8201	398	4082	2
8202	398	4082	2
8203	2047	4083	2
8204	1455	4084	29
8205	1455	4084	2
8206	46	4085	23
8207	2397	4086	2
8208	1144	4087	2
8209	2763	4088	44
8210	2764	4089	112
8211	2042	4090	2
8212	2710	4091	2
8213	2765	4092	2
8214	1693	4093	2
8215	2766	4094	13
8216	2766	4095	13
8217	2372	4096	2
8218	2767	4097	2
8219	2767	4097	2
8220	2767	4097	2
8221	2767	4097	2
8222	2767	4097	2
8223	2767	4097	2
8224	2767	4097	2
8225	2768	4098	2
8226	2426	4099	2
8227	1128	4100	14
8228	2769	4101	2
8229	2770	4102	2
8230	2770	4103	2
8231	2770	4104	2
8232	2771	4105	32
8233	1430	4106	7
8234	2772	4107	2
8235	2773	4108	141
8236	2774	4109	1
8237	2508	4110	128
8238	2775	4111	2
8239	2776	4112	185
8240	2777	4113	44
8241	2148	4114	32
8242	2778	4115	2
8243	473	4116	2
8244	1492	4117	2
8245	201	4118	33
8246	1616	4119	2
8247	1616	4119	70
8248	1616	4119	2
8249	1616	4119	2
8250	1616	4119	2
8251	1616	4119	2
8252	1616	4119	2
8253	1616	4119	70
8254	1616	4119	2
8255	1616	4119	2
8256	1616	4119	2
8257	1616	4119	2
8258	2779	4120	1
8259	2780	4121	2
8260	2781	4122	2
8261	2782	4123	2
8262	2783	4124	2
8263	2784	4125	56
8264	2784	4125	2
8265	2784	4125	2
8266	2784	4125	2
8267	2784	4125	2
8268	2784	4125	2
8269	2784	4125	2
8270	2784	4125	2
8271	2784	4125	2
8272	2784	4125	2
8273	2784	4125	2
8274	2784	4125	2
8275	1693	4126	2
8276	1693	4126	1
8277	2785	4127	31
8278	1301	4128	42
8279	1301	4128	42
8280	1301	4128	42
8281	1301	4128	42
8282	1301	4128	42
8283	1301	4128	42
8284	1301	4128	42
8285	59	4129	1
8286	59	4129	1
8287	59	4129	1
8288	59	4129	1
8289	59	4129	66
8290	59	4129	28
8291	59	4129	1
8292	59	4129	1
8293	2786	4130	170
8294	2787	4131	28
8295	1415	4132	2
8296	2788	4133	2
8297	2788	4133	77
8298	2047	4134	2
8299	1454	4135	2
8300	802	4136	17
8301	929	4137	1
8302	929	4137	8
8303	1624	4138	79
8304	2789	4139	2
8305	2790	4140	43
8306	1023	4141	2
8307	2449	4142	112
8308	2791	4143	32
8309	2792	4144	13
8310	2792	4144	4
8311	2793	4145	13
8312	2794	4146	85
8313	2794	4146	2
8314	159	4147	112
8315	159	4147	112
8316	159	4147	45
8317	159	4147	112
8318	159	4147	112
8319	159	4147	112
8320	159	4147	45
8321	159	4147	45
8322	2795	4148	2
8323	357	4149	13
8324	357	4149	13
8325	2796	4150	231
8326	2797	4151	31
8327	2797	4151	51
8328	618	4152	40
8329	1269	4153	32
8330	2798	4154	88
8331	2798	4154	88
8332	2798	4154	88
8333	2798	4154	88
8334	2798	4154	88
8335	2798	4154	88
8336	2798	4154	88
8337	2798	4154	88
8338	2798	4154	88
8339	2799	4155	2
8340	2800	4156	2
8341	2801	4157	32
8342	31	4158	77
8343	2802	4159	42
8344	2802	4159	101
8345	2802	4159	235
8346	1248	4160	2
8347	1248	4160	129
8348	1248	4160	2
8349	1248	4160	2
8350	1248	4160	129
8351	1248	4160	2
8352	1248	4161	2
8353	2803	4162	55
8354	2804	4163	112
8355	143	4164	28
8356	143	4164	70
8357	143	4164	28
8358	143	4164	28
8359	143	4164	32
8360	143	4164	70
8361	143	4164	28
8362	1780	4165	74
8363	1780	4166	2
8364	812	4167	13
8365	812	4167	13
8366	2805	4168	3
8367	1975	4169	3
8368	2806	4170	2
8369	2806	4170	2
8370	2806	4170	2
8371	2806	4170	2
8372	2807	4171	1
8373	955	4172	29
8374	2808	4173	13
8375	888	4174	2
8376	1827	4175	112
8377	1827	4175	112
8378	2809	4176	2
8379	2810	4177	2
8380	1061	4178	19
8381	1976	4179	2
8382	834	4180	2
8383	834	4180	7
8384	114	4181	33
8385	114	4181	33
8386	114	4181	33
8387	1696	4182	2
8388	1696	4182	2
8389	1696	4182	2
8390	2811	4183	32
8391	1696	4184	2
8392	452	4185	17
8393	2812	4186	110
8394	1009	4187	2
8395	1009	4188	2
8396	1009	4188	2
8397	1009	4188	2
8398	2813	4189	11
8399	2814	4190	2
8400	2815	4191	9
8401	2816	4192	2
8402	2817	4193	2
8403	2818	4194	1
8404	2818	4194	78
8405	2818	4194	1
8406	2818	4194	31
8407	2818	4194	2
8408	2818	4194	2
8409	2818	4194	2
8410	2818	4194	2
8411	2818	4194	1
8412	2819	4195	1
8413	2819	4196	1
8414	2820	4197	2
8415	2820	4197	2
8416	1201	4198	2
8417	1409	4199	42
8418	2821	4200	2
8419	2821	4200	2
8420	732	4201	2
8421	732	4201	2
8422	802	4202	17
8423	802	4202	107
8424	802	4202	17
8425	802	4202	17
8426	802	4202	33
8427	802	4202	17
8428	802	4202	21
8429	802	4202	17
8430	802	4202	17
8431	802	4202	107
8432	2822	4203	28
8433	2823	4204	2
8434	2824	4205	2
8435	1550	4206	2
8436	994	4207	19
8437	2825	4208	2
8438	2825	4208	57
8439	2825	4208	2
8440	2825	4208	2
8441	2825	4208	57
8442	2825	4208	2
8443	2825	4208	2
8444	2825	4208	2
8445	2826	4209	2
8446	2827	4210	2
8447	1416	4211	2
8448	1416	4212	2
8449	2828	4213	2
8450	13	4214	2
8451	841	4215	236
8452	2829	4216	1
8453	428	4217	77
8454	428	4217	77
8455	428	4217	77
8456	428	4217	77
8457	428	4217	77
8458	428	4218	77
8459	2818	4219	2
8460	2830	4220	7
8461	2831	4221	107
8462	845	4222	195
8463	2119	4223	3
8464	2832	4224	17
8465	2833	4225	2
8466	2834	4226	51
8467	2835	4227	112
8468	2836	4228	21
8469	2836	4229	21
8470	423	4230	63
8471	2626	4231	4
8472	2837	4232	2
8473	2838	4233	2
8474	2838	4233	1
8475	2838	4233	2
8476	211	4234	1
8477	2839	4235	1
8478	2840	4236	2
8479	2841	4237	2
8480	2842	4238	2
8481	2843	4239	41
8482	2843	4239	2
8483	2844	4240	19
8484	2365	4241	1
8485	60	4242	2
8486	2845	4243	67
8487	2846	4244	2
8488	2847	4245	2
8489	2848	4246	3
8490	2849	4247	13
8491	2117	4248	2
8492	777	4249	24
8493	777	4249	24
8494	1650	4250	41
8495	2850	4251	4
8496	2851	4252	13
8497	2852	4253	31
8498	576	4254	40
8499	1723	4255	7
8500	2853	4256	119
8501	2853	4256	119
8502	2853	4256	119
8503	2853	4256	13
8504	2853	4256	13
8505	2853	4256	13
8506	2322	4257	2
8507	2322	4257	91
8508	2322	4257	2
8509	2322	4257	2
8510	2322	4257	63
8511	2854	4258	8
8512	1275	4259	133
8513	382	4260	44
8514	382	4260	88
8515	382	4260	44
8516	382	4260	44
8517	382	4260	44
8518	382	4260	88
8519	382	4260	44
8520	382	4260	44
8521	2855	4261	13
8522	2855	4261	13
8523	2856	4262	31
8524	2856	4262	31
8525	2856	4262	31
8526	2857	4263	2
8527	874	4264	2
8528	2858	4265	4
8529	1335	4266	103
8530	1335	4266	103
8531	2859	4267	28
8532	2859	4267	28
8533	2859	4267	42
8534	2859	4267	44
8535	2859	4267	42
8536	2859	4267	28
8537	2860	4268	64
8538	2861	4269	2
8539	2396	4270	2
8540	2175	4271	51
8541	2862	4272	27
8542	2862	4273	27
8543	2863	4274	19
8544	2863	4274	19
8545	2863	4274	19
8546	2863	4274	19
8547	2863	4274	19
8548	321	4275	39
8549	2135	4276	44
8550	2135	4276	44
8551	2135	4276	44
8552	2135	4276	70
8553	2135	4276	44
8554	2864	4277	120
8555	2864	4277	6
8556	2864	4277	6
8557	2864	4277	31
8558	2865	4278	112
8559	2866	4279	87
8560	2867	4280	2
8561	2868	4281	48
8562	681	4282	17
8563	2869	4283	2
8564	2870	4284	110
8565	2871	4285	38
8566	2871	4285	38
8567	2872	4286	74
8568	695	4287	79
8569	2871	4288	38
8570	2871	4288	38
8571	2871	4288	38
8572	2871	4288	38
8573	2434	4289	2
8574	2873	4290	110
8575	409	4291	2
8576	1644	4292	13
8577	149	4293	32
8578	142	4294	237
8579	1906	4295	1
8580	1906	4295	1
8581	1906	4295	1
8582	1906	4295	1
8583	1906	4295	1
8584	1906	4295	1
8585	1906	4295	1
8586	1906	4295	1
8587	1906	4295	51
8588	1906	4296	1
8589	1906	4296	1
8590	1906	4296	1
8591	1906	4296	1
8592	1906	4296	1
8593	1906	4296	1
8594	1906	4296	1
8595	1906	4296	1
8596	2384	4297	24
8597	2874	4298	2
8598	2874	4298	2
8599	2874	4298	2
8600	2874	4298	2
8601	2874	4298	2
8602	2874	4298	2
8603	2874	4298	2
8604	2874	4298	2
8605	2874	4298	2
8606	2875	4299	2
8607	881	4300	131
8608	43	4301	20
8609	43	4301	20
8610	43	4301	20
8611	43	4301	20
8612	43	4301	20
8613	43	4301	20
8614	43	4301	20
8615	43	4301	20
8616	2360	4302	106
8617	2360	4302	106
8618	2360	4302	106
8619	2876	4303	2
8620	2877	4304	2
8621	2877	4304	2
8622	2877	4304	2
8623	2877	4304	2
8624	2877	4304	2
8625	2877	4304	2
8626	2877	4304	2
8627	2877	4304	2
8628	2877	4304	2
8629	2877	4304	31
8630	2626	4305	4
8631	2626	4305	1
8632	2626	4305	13
8633	2626	4305	1
8634	2626	4305	4
8635	2878	4306	1
8636	49	4307	1
8637	49	4307	1
8638	49	4307	1
8639	49	4307	1
8640	49	4307	1
8641	2879	4308	1
8642	1812	4309	36
8643	1457	4310	29
8644	103	4311	70
8645	1457	4312	13
8646	1457	4312	56
8647	1457	4312	56
8648	1457	4312	56
8649	1457	4312	29
8650	1457	4312	29
8651	2880	4313	109
8652	696	4314	1
8653	1565	4315	8
8654	2881	4316	2
8655	2284	4317	1
8656	1415	4318	42
8657	1415	4318	42
8658	1170	4319	27
8659	1170	4319	42
8660	1170	4319	27
8661	1170	4319	27
8662	1499	4320	2
8663	2882	4321	2
8664	2883	4322	2
8665	2884	4323	45
8666	2885	4324	1
8667	2886	4325	2
8668	1943	4326	17
8669	2887	4327	36
8670	825	4328	2
8671	2888	4329	31
8672	2283	4330	2
8673	2889	4331	2
8674	1324	4332	2
8675	1414	4333	2
8676	1414	4334	2
8677	2890	4335	2
8678	1737	4336	8
8679	155	4337	17
8680	2891	4338	20
8681	2891	4338	20
8682	2891	4338	20
8683	2891	4338	20
8684	2891	4338	20
8685	2891	4338	20
8686	2891	4338	20
8687	2891	4338	20
8688	2891	4338	20
8689	2891	4338	20
8690	1352	4339	1
8691	1352	4339	1
8692	1352	4339	1
8693	1352	4339	51
8694	2892	4340	55
8695	1706	4341	11
8696	1706	4341	11
8697	1706	4341	11
8698	1706	4341	11
8699	2893	4342	177
8700	2894	4343	2
8701	2293	4344	7
8702	2895	4345	2
8703	2896	4346	2
8704	2897	4347	2
8705	2898	4348	7
8706	2898	4348	7
8707	2899	4349	41
8708	2900	4350	4
8709	2901	4351	1
8710	2426	4352	2
8711	2902	4353	2
8712	2903	4354	238
8713	2904	4355	2
8714	2905	4356	3
8715	2905	4356	51
